Pi weather station data from codename summer, initialised Sun Sep 25 20:27:57 2022
Format YYYY-MM-DDTHH:MM:SS, Temperature [degC], Wind speed [km/h], Rainfall [mm]
Temperature is instantaneous, wind speed is averaged since previous measurement,
rainfall is accumulated since previous measurement.

time,temperature_degC,wind_speed_km/h,rainfall_mm
2022-09-25T20:27:58, 22.6875, 0.0, 0.0
2022-09-25T20:28:04, 22.6875, 0.0, 0.28
2022-09-25T20:28:10, 22.6875, 0.0, 12.01
2022-09-25T20:28:15, 22.6875, 0.0, 0.84
2022-09-25T20:28:21, 22.6875, 0.0, 0.56
2022-09-25T20:28:27, 22.6875, 0.0, 0.0
2022-09-25T20:28:33, 22.625, 0.0, 0.84
2022-09-25T20:28:39, 22.625, 0.0, 9.22
2022-09-25T20:28:45, 22.625, 0.0, 1.12
2022-09-25T20:28:50, 22.625, 0.0, 0.0
2022-09-25T20:28:56, 22.625, 0.0, 0.0
2022-09-25T20:29:02, 22.5625, 0.0, 0.0
2022-09-25T20:29:08, 22.5625, 0.0, 0.0
2022-09-25T20:29:14, 22.5625, 0.0, 0.0
2022-09-25T20:29:20, 22.5625, 0.0, 0.0
2022-09-25T20:29:25, 22.5625, 0.0, 0.0
2022-09-25T20:29:31, 22.5625, 0.0, 0.0
2022-09-25T20:29:37, 22.5625, 0.0, 0.0
2022-09-25T20:29:43, 22.5625, 0.0, 0.0
2022-09-25T20:29:49, 22.5625, 0.0, 0.0
2022-09-25T20:29:54, 22.5, 0.0, 0.0
2022-09-25T20:30:00, 22.5, 0.0, 0.0
2022-09-25T20:30:06, 22.5, 0.0, 0.0
2022-09-25T20:30:12, 22.5, 0.0, 0.0
2022-09-25T20:30:18, 22.5, 0.0, 0.0
2022-09-25T20:30:24, 22.5, 0.0, 0.0
2022-09-25T20:30:29, 22.5, 0.0, 0.0
2022-09-25T20:30:35, 22.5, 0.0, 0.0
2022-09-25T20:30:41, 22.5, 0.0, 0.0
2022-09-25T20:30:47, 22.5, 0.0, 0.0
2022-09-25T20:30:53, 22.4375, 0.0, 0.0
2022-09-25T20:30:59, 22.4375, 0.0, 0.0
2022-09-25T20:31:04, 22.4375, 0.0, 0.0
2022-09-25T20:31:10, 22.4375, 0.0, 0.0
2022-09-25T20:31:16, 22.4375, 0.0, 0.0
2022-09-25T20:31:22, 22.4375, 0.0, 0.0
2022-09-25T20:31:28, 22.375, 0.0, 0.0
2022-09-25T20:31:33, 22.375, 0.0, 0.0
2022-09-25T20:31:39, 22.375, 0.0, 0.0
2022-09-25T20:31:45, 22.375, 0.0, 1.12
2022-09-25T20:31:51, 22.375, 0.0, 0.0
2022-09-25T20:31:57, 22.375, 0.0, 0.0
2022-09-25T20:32:03, 22.3125, 0.0, 0.0
2022-09-25T20:32:08, 22.3125, 0.0, 0.0
2022-09-25T20:32:14, 22.3125, 0.0, 0.0
2022-09-25T20:32:20, 22.3125, 0.0, 0.0
2022-09-25T20:32:26, 22.3125, 0.0, 0.0
2022-09-25T20:32:32, 22.3125, 0.0, 0.0
2022-09-25T20:32:38, 22.3125, 0.0, 0.0
2022-09-25T20:32:43, 22.3125, 0.0, 0.0
2022-09-25T20:32:49, 22.3125, 0.0, 0.0
2022-09-25T20:32:55, 22.3125, 0.0, 0.0
2022-09-25T20:33:01, 22.3125, 0.0, 0.56
2022-09-25T20:33:07, 22.3125, 0.21, 0.0
2022-09-25T20:33:12, 22.3125, 0.21, 0.0
2022-09-25T20:33:18, 22.3125, 0.0, 0.0
2022-09-25T20:33:24, 22.3125, 0.0, 0.0
2022-09-25T20:33:30, 22.3125, 0.0, 0.28
2022-09-25T20:33:36, 22.3125, 0.0, 0.0
2022-09-25T20:33:42, 22.3125, 0.0, 0.0
2022-09-25T20:33:47, 22.3125, 0.0, 0.0
2022-09-25T20:33:53, 22.3125, 0.0, 0.28
2022-09-25T20:33:59, 22.25, 0.0, 0.28
2022-09-25T20:34:05, 22.3125, 0.0, 0.0
2022-09-25T20:34:11, 22.25, 0.0, 0.0
2022-09-25T20:34:17, 22.25, 0.0, 0.0
2022-09-25T20:34:22, 22.3125, 0.0, 0.0
2022-09-25T20:34:28, 22.25, 0.0, 0.0
2022-09-25T20:34:34, 22.25, 0.0, 0.0
2022-09-25T20:34:40, 22.25, 0.0, 0.0
2022-09-25T20:34:46, 22.25, 0.0, 0.0
2022-09-25T20:34:51, 22.25, 0.0, 0.0
2022-09-25T20:34:57, 22.25, 0.0, 0.0
2022-09-25T20:35:03, 22.25, 0.0, 0.0
2022-09-25T20:35:09, 22.25, 0.0, 0.0
2022-09-25T20:35:15, 22.25, 0.0, 0.0
2022-09-25T20:35:21, 22.25, 0.0, 0.56
2022-09-25T20:35:26, 22.25, 0.0, 0.0
2022-09-25T20:35:32, 22.25, 0.0, 0.56
2022-09-25T20:35:38, 22.25, 0.0, 0.0
2022-09-25T20:35:44, 22.25, 0.0, 0.0
2022-09-25T20:35:50, 22.25, 0.0, 0.28
2022-09-25T20:35:56, 22.25, 0.0, 1.4
2022-09-25T20:36:01, 22.25, 0.0, 0.28
2022-09-25T20:36:07, 22.25, 0.0, 0.0
2022-09-25T20:36:13, 22.25, 0.0, 0.0
2022-09-25T20:36:19, 22.3125, 0.21, 0.0
2022-09-25T20:36:25, 22.3125, 0.0, 0.0
2022-09-25T20:36:30, 22.375, 0.0, 0.0
2022-09-25T20:36:36, 22.375, 0.0, 0.0
2022-09-25T20:36:42, 22.375, 0.62, 0.0
2022-09-25T20:36:48, 22.375, 5.98, 0.0
2022-09-25T20:36:54, 22.375, 4.12, 0.0
2022-09-25T20:37:00, 22.4375, 1.86, 0.28
2022-09-25T20:37:05, 22.4375, 0.82, 0.0
2022-09-25T20:37:11, 22.4375, 0.41, 0.0
2022-09-25T20:37:17, 22.5, 0.21, 0.0
2022-09-25T20:37:23, 22.5, 0.21, 0.0
2022-09-25T20:37:29, 22.5, 0.0, 1.12
2022-09-25T20:37:35, 22.5625, 0.0, 0.0
2022-09-25T20:37:40, 22.5625, 0.0, 0.0
2022-09-25T20:37:46, 22.625, 0.21, 0.0
2022-09-25T20:37:52, 22.625, 0.0, 0.0
2022-09-25T20:37:58, 22.625, 0.0, 0.0
2022-09-25T20:38:04, 22.625, 0.0, 0.0
2022-09-25T20:38:09, 22.6875, 0.0, 0.84
2022-09-25T20:38:15, 22.6875, 0.0, 0.0
2022-09-25T20:38:21, 22.6875, 0.0, 0.0
2022-09-25T20:38:27, 22.6875, 0.0, 0.0
2022-09-25T20:38:33, 22.6875, 0.0, 0.0
2022-09-25T20:38:39, 22.6875, 0.0, 0.0
2022-09-25T20:38:44, 22.75, 0.0, 0.28
2022-09-25T20:38:50, 22.75, 0.21, 0.0
2022-09-25T20:38:56, 22.75, 0.0, 0.0
2022-09-25T20:39:02, 22.75, 0.41, 0.0
2022-09-25T20:39:08, 22.75, 0.21, 0.0
2022-09-25T20:39:14, 22.6875, 0.21, 0.0
2022-09-25T20:39:19, 22.625, 1.24, 0.28
2022-09-25T20:39:25, 22.625, 0.62, 0.0
2022-09-25T20:39:31, 22.625, 0.21, 0.0
2022-09-25T20:39:37, 22.625, 0.0, 0.0
2022-09-25T20:39:43, 22.625, 0.0, 0.0
