Pi weather station data from codename mulberry, initialised Sun Sep 25 19:26:28 2022
Format YYYY-MM-DDTHH:MM:SS, Temperature [degC], Wind speed [km/h], Rainfall [mm]
Temperature is instantaneous, wind speed is averaged since previous measurement,
rainfall is accumulated since previous measurement.

time,temperature_degC,wind_speed_km/h,rainfall_mm
2022-09-26T01:35:07, 7.8125, 1.83, 0.0
2022-09-26T01:36:08, 7.75, 1.06, 0.0
2022-09-26T01:37:09, 7.875, 1.01, 0.28
2022-09-26T01:38:10, 7.9375, 1.68, 0.0
2022-09-26T01:39:11, 8.0, 2.6, 0.0
2022-09-26T01:40:12, 7.9375, 1.5, 0.0
2022-09-26T01:41:13, 7.8125, 1.36, 0.0
2022-09-26T01:42:14, 7.9375, 2.15, 0.0
2022-09-26T01:43:14, 7.9375, 1.16, 0.0
2022-09-26T01:44:15, 7.875, 2.07, 0.0
2022-09-26T01:45:16, 7.9375, 1.71, 0.0
2022-09-26T01:46:17, 7.8125, 0.83, 0.0
2022-09-26T01:47:18, 7.9375, 2.13, 0.0
2022-09-26T01:48:19, 7.9375, 1.34, 0.0
2022-09-26T01:49:20, 8.0, 1.56, 0.0
2022-09-26T01:50:21, 8.0, 1.54, 0.0
2022-09-26T01:51:22, 7.9375, 1.58, 0.0
2022-09-26T01:52:23, 8.0, 0.91, 0.0
2022-09-26T01:53:24, 8.0625, 2.8, 0.0
2022-09-26T01:54:25, 8.0, 2.52, 0.0
2022-09-26T01:55:26, 8.125, 2.01, 0.0
2022-09-26T01:56:27, 8.0, 0.89, 0.0
2022-09-26T01:57:27, 8.125, 2.25, 0.0
2022-09-26T01:58:28, 8.0625, 2.54, 0.0
2022-09-26T01:59:29, 8.125, 2.46, 0.0
2022-09-26T02:00:30, 8.125, 2.11, 0.0
2022-09-26T02:01:31, 8.0, 1.08, 0.0
2022-09-26T02:02:32, 8.125, 1.73, 0.0
2022-09-26T02:03:33, 8.125, 1.44, 0.0
2022-09-26T02:04:34, 8.1875, 1.99, 0.0
2022-09-26T02:05:35, 8.125, 1.04, 0.0
2022-09-26T02:06:36, 8.125, 2.17, 0.0
2022-09-26T02:07:37, 8.125, 1.18, 0.0
2022-09-26T02:08:38, 8.125, 1.87, 0.0
2022-09-26T02:09:39, 8.1875, 1.97, 0.0
2022-09-26T02:10:40, 8.25, 1.89, 0.0
2022-09-26T02:11:40, 8.25, 0.93, 0.0
2022-09-26T02:12:41, 8.25, 2.27, 0.0
2022-09-26T02:13:42, 8.3125, 2.17, 0.0
2022-09-26T02:14:43, 8.375, 3.41, 0.0
2022-09-26T02:15:44, 8.3125, 2.11, 0.0
2022-09-26T02:16:45, 8.375, 1.95, 0.0
2022-09-26T02:17:46, 8.375, 2.64, 0.0
2022-09-26T02:18:47, 8.4375, 1.52, 0.0
2022-09-26T02:19:48, 8.375, 2.7, 0.0
2022-09-26T02:20:49, 8.4375, 2.92, 0.0
2022-09-26T02:21:50, 8.5, 2.35, 0.0
2022-09-26T02:22:51, 8.5, 2.15, 0.0
2022-09-26T02:23:52, 8.5, 1.93, 0.0
2022-09-26T02:24:53, 8.5, 2.39, 0.0
2022-09-26T02:25:53, 8.5625, 4.03, 0.0
2022-09-26T02:26:54, 8.625, 2.98, 0.0
2022-09-26T02:27:55, 8.75, 4.3, 0.0
2022-09-26T02:28:56, 8.6875, 3.45, 0.0
2022-09-26T02:29:57, 8.625, 1.77, 0.0
2022-09-26T02:30:58, 8.625, 2.13, 0.0
2022-09-26T02:31:59, 8.6875, 3.21, 0.0
2022-09-26T02:33:00, 8.6875, 1.46, 0.0
2022-09-26T02:34:01, 8.6875, 0.89, 0.0
2022-09-26T02:35:02, 8.8125, 2.8, 0.0
2022-09-26T02:36:03, 8.75, 3.8, 0.0
2022-09-26T02:37:04, 8.875, 3.92, 0.0
2022-09-26T02:38:05, 8.875, 3.77, 0.0
2022-09-26T02:39:06, 8.875, 2.6, 0.0
2022-09-26T02:40:07, 8.875, 4.0, 0.0
2022-09-26T02:41:07, 8.8125, 2.27, 0.0
2022-09-26T02:42:08, 8.8125, 2.35, 0.0
2022-09-26T02:43:09, 8.875, 5.16, 0.0
2022-09-26T02:44:10, 8.8125, 3.57, 0.0
2022-09-26T02:45:11, 8.75, 4.2, 0.0
2022-09-26T02:46:12, 8.75, 2.52, 0.0
2022-09-26T02:47:13, 8.75, 2.8, 0.0
2022-09-26T02:48:14, 8.75, 2.98, 0.0
2022-09-26T02:49:15, 8.75, 3.98, 0.0
2022-09-26T02:50:16, 8.6875, 3.77, 0.0
2022-09-26T02:51:17, 8.6875, 2.96, 0.0
2022-09-26T02:52:18, 8.625, 2.4, 0.0
2022-09-26T02:53:19, 8.625, 3.01, 0.0
2022-09-26T02:54:20, 8.6875, 2.76, 0.0
2022-09-26T02:55:21, 8.6875, 2.07, 0.0
2022-09-26T02:56:22, 8.6875, 2.7, 0.0
2022-09-26T02:57:23, 8.5625, 1.34, 0.0
2022-09-26T02:58:23, 8.5625, 2.37, 0.0
2022-09-26T02:59:24, 8.6875, 3.29, 0.0
2022-09-26T03:00:25, 8.625, 1.89, 0.0
2022-09-26T03:01:26, 8.625, 3.19, 0.0
2022-09-26T03:02:27, 8.625, 2.76, 0.0
2022-09-26T03:03:28, 8.6875, 2.48, 0.0
2022-09-26T03:04:29, 8.6875, 2.11, 0.0
2022-09-26T03:05:30, 8.75, 2.52, 0.0
2022-09-26T03:06:31, 8.6875, 1.75, 0.0
2022-09-26T03:07:32, 8.75, 2.58, 0.0
2022-09-26T03:08:33, 8.75, 2.57, 0.0
2022-09-26T03:09:34, 8.8125, 2.94, 0.0
2022-09-26T03:10:35, 8.6875, 1.18, 0.0
2022-09-26T03:11:36, 8.75, 3.55, 0.0
2022-09-26T03:12:37, 8.6875, 2.44, 0.0
2022-09-26T03:13:37, 8.75, 2.6, 0.0
2022-09-26T03:14:38, 8.75, 3.49, 0.0
2022-09-26T03:15:39, 8.8125, 4.21, 0.0
