Pi weather station data from codename roady, initialised Tue Sep 11 17:00:24 2018
Format YYYY-MM-DDTHH:MM:SS, Temperature [degC], Wind speed [km/h], Rainfall [mm]
Temperature is instantaneous, wind speed is averaged since previous measurement,
rainfall is accumulated since previous measurement.

time,temperature_degC,wind_speed_km/h,rainfall_mm
2018-09-11T18:42:17, 17.562, 1.55, 0.0
2018-09-11T18:42:31, 17.562, 2.5, 0.0
2018-09-11T18:42:45, 17.562, 4.05, 0.0
2018-09-11T18:42:59, 17.562, 2.33, 0.0
2018-09-11T18:43:13, 17.562, 1.73, 0.0
2018-09-11T18:43:27, 17.562, 1.12, 0.0
2018-09-11T18:43:41, 17.562, 1.04, 0.0
2018-09-11T18:43:55, 17.562, 0.6, 0.0
2018-09-11T18:44:09, 17.562, 0.6, 0.0
2018-09-11T18:44:23, 17.625, 0.6, 0.0
2018-09-11T18:44:37, 17.625, 0.43, 0.0
2018-09-11T18:44:50, 17.625, 1.04, 0.0
2018-09-11T18:45:04, 17.687, 0.69, 0.0
2018-09-11T18:45:18, 17.687, 0.26, 0.0
2018-09-11T18:45:32, 17.687, 1.64, 0.0
2018-09-11T18:45:46, 17.687, 1.47, 0.0
2018-09-11T18:46:00, 17.687, 1.9, 0.0
2018-09-11T18:46:14, 17.687, 0.78, 0.0
2018-09-11T18:46:28, 17.687, 0.43, 0.0
2018-09-11T18:46:42, 17.687, 0.86, 0.0
2018-09-11T18:46:56, 17.687, 1.47, 0.0
2018-09-11T18:47:10, 17.687, 0.95, 0.0
2018-09-11T18:47:24, 17.687, 1.04, 0.0
2018-09-11T18:47:38, 17.687, 1.29, 0.0
2018-09-11T18:47:51, 17.687, 1.9, 0.0
2018-09-11T18:48:05, 17.687, 0.6, 0.0
2018-09-11T18:48:19, 17.625, 2.07, 0.0
2018-09-11T18:48:33, 17.687, 1.73, 0.0
2018-09-11T18:48:47, 17.625, 0.86, 0.0
2018-09-11T18:49:01, 17.625, 0.86, 0.0
2018-09-11T18:49:15, 17.625, 3.54, 0.0
2018-09-11T18:49:29, 17.625, 2.93, 0.0
2018-09-11T18:49:43, 17.687, 1.21, 0.0
2018-09-11T18:49:57, 17.687, 1.47, 0.0
2018-09-11T18:50:11, 17.625, 1.55, 0.0
2018-09-11T18:50:25, 17.687, 0.86, 0.0
2018-09-11T18:50:38, 17.687, 0.6, 0.0
2018-09-11T18:50:52, 17.687, 0.35, 0.0
